,index,file_extension,title,author
1105,2333,../data/gutenberg/Edward Stratemeyer___The Rover Boys at School.txt,The Rover Boys at School,Edward Stratemeyer
1106,1888,../data/gutenberg/William Butler Yeats___The Green Helmet and Other Poems.txt,The Green Helmet and Other Poems,William Butler Yeats
1107,1166,../data/gutenberg/Henry James___A  Passionate Pilgrim.txt,A  Passionate Pilgrim,Henry James
1108,1801,../data/gutenberg/Edward Phillips Oppenheim___The Tempting of Tavernake.txt,The Tempting of Tavernake,Edward Phillips Oppenheim
1109,1340,../data/gutenberg/Robert Burns___Poems And Songs Of Robert Burns.txt,Poems And Songs Of Robert Burns,Robert Burns
1110,1220,../data/gutenberg/George Alfred Henty___Out on the Pampas.txt,Out on the Pampas,George Alfred Henty
1111,2978,../data/gutenberg/Charles Darwin___The Variation of Animals and Plants under Domestication Volume II.txt,The Variation of Animals and Plants under Domestication Volume II,Charles Darwin
1112,1339,../data/gutenberg/William Makepeace Thackeray___Henry Esmond; The English Humourists; The Four Georges.txt,Henry Esmond; The English Humourists; The Four Georges,William Makepeace Thackeray
1113,2704,../data/gutenberg/Grant Allen___The Great Taboo.txt,The Great Taboo,Grant Allen
1114,759,../data/gutenberg/Ambrose Bierce___Fantastic Fables.txt,Fantastic Fables,Ambrose Bierce
1115,170,../data/gutenberg/Henry James___Glasses.txt,Glasses,Henry James
1116,1597,../data/gutenberg/Jacob Abbott___Darius the Great.txt,Darius the Great,Jacob Abbott
1117,1356,../data/gutenberg/George Bernard Shaw___The Man of Destiny.txt,The Man of Destiny,George Bernard Shaw
1118,773,../data/gutenberg/Sir Richard Francis Burton___The Kasidah of Haji Abdu El-Yezdi.txt,The Kasidah of Haji Abdu El-Yezdi,Sir Richard Francis Burton
1119,1673,../data/gutenberg/James Fenimore Cooper___The Lake Gun.txt,The Lake Gun,James Fenimore Cooper
1120,2394,../data/gutenberg/James Russell Lowell___Abraham Lincoln.txt,Abraham Lincoln,James Russell Lowell
1121,2600,"../data/gutenberg/Nathaniel Hawthorne___Sunday at Home (From ""Twice Told Tales"").txt","Sunday at Home (From ""Twice Told Tales"")",Nathaniel Hawthorne
1122,2525,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 17.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 17",Robert Louis Stevenson
1123,1598,"../data/gutenberg/George Alfred Henty___A Search For A Secret, a Novel, Volume 3.txt","A Search For A Secret, a Novel, Volume 3",George Alfred Henty
1124,992,../data/gutenberg/James Otis___Under the Liberty Tree.txt,Under the Liberty Tree,James Otis
1125,45,../data/gutenberg/George Eliot___Brother Jacob.txt,Brother Jacob,George Eliot
1126,2985,"../data/gutenberg/Joseph Conrad___Heart of Darkness, Version 2.txt","Heart of Darkness, Version 2",Joseph Conrad
1127,467,../data/gutenberg/Robert Southey___Colloquies on Society.txt,Colloquies on Society,Robert Southey
1128,2212,../data/gutenberg/Daniel Defoe___Memoirs of Major Alexander Ramkins (1718).txt,Memoirs of Major Alexander Ramkins (1718),Daniel Defoe
1129,2043,../data/gutenberg/Beatrix Potter___The Tale of Mrs. Tittlemouse.txt,The Tale of Mrs. Tittlemouse,Beatrix Potter
1130,2957,../data/gutenberg/Louisa May Alcott___The Mysterious Key And What It Opened.txt,The Mysterious Key And What It Opened,Louisa May Alcott
1131,2686,../data/gutenberg/Jacob Abbott___Rollo in Geneva.txt,Rollo in Geneva,Jacob Abbott
1132,2974,../data/gutenberg/Zane Grey___The Man of the Forest.txt,The Man of the Forest,Zane Grey
1133,1496,../data/gutenberg/Thomas Henry Huxley___On the Method of Zadig.txt,On the Method of Zadig,Thomas Henry Huxley
1134,319,"../data/gutenberg/Henry James___The Wings of the Dove, Volume 1.txt","The Wings of the Dove, Volume 1",Henry James
1135,184,../data/gutenberg/Frank Richard Stockton___The Dusantes.txt,The Dusantes,Frank Richard Stockton
1136,2123,../data/gutenberg/Harold Bindloss___The Intriguers.txt,The Intriguers,Harold Bindloss
1137,2921,../data/gutenberg/James Matthew Barrie___Echoes of the War.txt,Echoes of the War,James Matthew Barrie
1138,304,../data/gutenberg/Rudyard Kipling___The Bridge-Builders.txt,The Bridge-Builders,Rudyard Kipling
1139,2790,../data/gutenberg/William J Long___Wilderness Ways.txt,Wilderness Ways,William J Long
1140,2181,../data/gutenberg/Lord Byron___The Works of Lord Byron. Vol. 7.txt,The Works of Lord Byron. Vol. 7,Lord Byron
1141,2848,../data/gutenberg/James Matthew Barrie___Margaret Ogilvy.txt,Margaret Ogilvy,James Matthew Barrie
1142,839,../data/gutenberg/Oscar Wilde___The Canterville Ghost.txt,The Canterville Ghost,Oscar Wilde
1143,2285,../data/gutenberg/P G Wodehouse___Something New.txt,Something New,P G Wodehouse
1144,2535,../data/gutenberg/Mark Twain___Fenimore Cooper's Literary Offences.txt,Fenimore Cooper's Literary Offences,Mark Twain
1145,744,../data/gutenberg/George Bernard Shaw___The Miraculous Revenge.txt,The Miraculous Revenge,George Bernard Shaw
1146,539,../data/gutenberg/Thomas Robert Malthus___Nature and Progress of Rent.txt,Nature and Progress of Rent,Thomas Robert Malthus
1147,1154,../data/gutenberg/Lucy Maud Montgomery___The Story Girl.txt,The Story Girl,Lucy Maud Montgomery
1148,1642,"../data/gutenberg/William Wymark Jacobs___Breaking A Spell, Odd Craft, Part 6.txt","Breaking A Spell, Odd Craft, Part 6",William Wymark Jacobs
1149,801,../data/gutenberg/William Butler Yeats___In The Seven Woods.txt,In The Seven Woods,William Butler Yeats
1150,2578,../data/gutenberg/James Bowker___Goblin Tales of Lancashire.txt,Goblin Tales of Lancashire,James Bowker
1151,1135,../data/gutenberg/William Dean Howells___Seven English Cities.txt,Seven English Cities,William Dean Howells
1152,2202,../data/gutenberg/P G Wodehouse___Mike.txt,Mike,P G Wodehouse
1153,1422,../data/gutenberg/Grant Allen___Miss Cayley's Adventures.txt,Miss Cayley's Adventures,Grant Allen
1154,210,../data/gutenberg/Daniel Defoe___From London to Land's End.txt,From London to Land's End,Daniel Defoe
1155,1813,../data/gutenberg/Baronness Orczy___The Laughing Cavalier.txt,The Laughing Cavalier,Baronness Orczy
1156,3017,../data/gutenberg/Edward Stratemeyer___Out with Gun and Camera.txt,Out with Gun and Camera,Edward Stratemeyer
1157,65,../data/gutenberg/Robert Browning___Dramatic Romances.txt,Dramatic Romances,Robert Browning
1158,863,../data/gutenberg/Henry James___The Coxon Fund.txt,The Coxon Fund,Henry James
1159,2229,../data/gutenberg/Nathaniel Hawthorne___John Inglefield's Thanksgiving.txt,John Inglefield's Thanksgiving,Nathaniel Hawthorne
1160,2065,../data/gutenberg/Henry Rider Haggard___Hunter Quatermain's Story.txt,Hunter Quatermain's Story,Henry Rider Haggard
1161,203,../data/gutenberg/Henry Rider Haggard___The Ghost Kings.txt,The Ghost Kings,Henry Rider Haggard
1162,1132,"../data/gutenberg/John Morley___Critical Miscellanies, Volume 3, Essay 8, France in the Eighteenth Century.txt","Critical Miscellanies, Volume 3, Essay 8, France in the Eighteenth Century",John Morley
1163,2172,../data/gutenberg/Edward Phillips Oppenheim___The Great Prince Shan.txt,The Great Prince Shan,Edward Phillips Oppenheim
1164,1021,../data/gutenberg/D H Lawrence___The Trespasser.txt,The Trespasser,D H Lawrence
1165,2748,"../data/gutenberg/Edmund Burke___The Works of the Right Honourable Edmund Burke, Vol. 11 (of 12).txt","The Works of the Right Honourable Edmund Burke, Vol. 11 (of 12)",Edmund Burke
1166,1026,../data/gutenberg/William Somerset Maugham___The Land of The Blessed Virgin; Sketches and Impressions in Andalusia.txt,The Land of The Blessed Virgin; Sketches and Impressions in Andalusia,William Somerset Maugham
1167,2641,../data/gutenberg/Edward Phillips Oppenheim___The Black Box.txt,The Black Box,Edward Phillips Oppenheim
1168,341,../data/gutenberg/Frank Richard Stockton___The Girl at Cobhurst.txt,The Girl at Cobhurst,Frank Richard Stockton
1169,2882,../data/gutenberg/Elizabeth Barrett Browning___The Poetical Works of Elizabeth Barrett Browning Volume II.txt,The Poetical Works of Elizabeth Barrett Browning Volume II,Elizabeth Barrett Browning
1170,875,../data/gutenberg/Lord Tennyson___Queen Mary and Harold.txt,Queen Mary and Harold,Lord Tennyson
1171,1506,../data/gutenberg/Thomas Carlyle___Heroes and Hero Worship.txt,Heroes and Hero Worship,Thomas Carlyle
1172,1120,../data/gutenberg/George Alfred Henty___Tales of Daring and Danger.txt,Tales of Daring and Danger,George Alfred Henty
1173,372,../data/gutenberg/Lucy Maud Montgomery___Chronicles of Avonlea.txt,Chronicles of Avonlea,Lucy Maud Montgomery
1174,576,"../data/gutenberg/William Wymark Jacobs___Lady of the Barge, Lady of the Barge and Others, Part 1.txt","Lady of the Barge, Lady of the Barge and Others, Part 1",William Wymark Jacobs
1175,942,../data/gutenberg/Thomas Henry Huxley___Discourses.txt,Discourses,Thomas Henry Huxley
1176,211,../data/gutenberg/Zane Grey___The Redheaded Outfield and Other Baseball Stories.txt,The Redheaded Outfield and Other Baseball Stories,Zane Grey
1177,520,../data/gutenberg/John Galsworthy___The Fugitive.txt,The Fugitive,John Galsworthy
1178,1475,../data/gutenberg/William Dean Howells___Evening Dress.txt,Evening Dress,William Dean Howells
1179,939,../data/gutenberg/Thomas Hardy___Poems of the Past and the Present.txt,Poems of the Past and the Present,Thomas Hardy
1180,889,../data/gutenberg/Edward Phillips Oppenheim___The Malefactor.txt,The Malefactor,Edward Phillips Oppenheim
1181,1258,../data/gutenberg/Ambrose Bierce___Black Beetles in Amber.txt,Black Beetles in Amber,Ambrose Bierce
1182,2617,../data/gutenberg/Thornton Waldo Burgess___The Adventures of Prickly Porky.txt,The Adventures of Prickly Porky,Thornton Waldo Burgess
1183,2004,../data/gutenberg/Howard Pyle___The Merry Adventures of Robin Hood.txt,The Merry Adventures of Robin Hood,Howard Pyle
1184,2262,../data/gutenberg/Jack London___Adventure.txt,Adventure,Jack London
1185,1325,../data/gutenberg/Frank Richard Stockton___The Casting Away of Mrs. Lecks and Mrs. Aleshine.txt,The Casting Away of Mrs. Lecks and Mrs. Aleshine,Frank Richard Stockton
1186,354,../data/gutenberg/James Matthew Barrie___My Lady Nicotine.txt,My Lady Nicotine,James Matthew Barrie
1187,2904,../data/gutenberg/Mark Twain___A Double Barrelled Detective Story.txt,A Double Barrelled Detective Story,Mark Twain
1188,96,../data/gutenberg/Walter de la Mare___Songs of Childhood.txt,Songs of Childhood,Walter de la Mare
1189,1830,../data/gutenberg/George Alfred Henty___The Young Colonists.txt,The Young Colonists,George Alfred Henty
1190,2501,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 16.txt","History of Friedrich II of Prussia, Volume 16",Thomas Carlyle
1191,1644,../data/gutenberg/William Makepeace Thackeray___Burlesques.txt,Burlesques,William Makepeace Thackeray
1192,589,../data/gutenberg/Hector Hugh Munro___Reginald in Russia.txt,Reginald in Russia,Hector Hugh Munro
1193,2056,../data/gutenberg/Mary Stewart Daggett___The Higher Court.txt,The Higher Court,Mary Stewart Daggett
1194,1689,../data/gutenberg/Zane Grey___The Border Legion.txt,The Border Legion,Zane Grey
1195,2788,../data/gutenberg/Edward Stratemeyer___The Rover Boys on Snowshoe Island.txt,The Rover Boys on Snowshoe Island,Edward Stratemeyer
1196,129,../data/gutenberg/Jonathan Swift___The Journal to Stella.txt,The Journal to Stella,Jonathan Swift
1197,513,../data/gutenberg/Rudyard Kipling___Letters of Travel (1892-1913).txt,Letters of Travel (1892-1913),Rudyard Kipling
1198,71,../data/gutenberg/Wilkie Collins___The Two Destinies.txt,The Two Destinies,Wilkie Collins
1199,1635,../data/gutenberg/Ambrose Bierce___Shapes of Clay.txt,Shapes of Clay,Ambrose Bierce
1200,2938,../data/gutenberg/Jerome Klapka Jerome___They and I.txt,They and I,Jerome Klapka Jerome
1201,2122,../data/gutenberg/Sir Isaac Newton___Opticks.txt,Opticks,Sir Isaac Newton
1202,2408,../data/gutenberg/T S Eliot___Eeldrop and Appleplex.txt,Eeldrop and Appleplex,T S Eliot
1203,1507,../data/gutenberg/James Joyce___Chamber Music.txt,Chamber Music,James Joyce
1204,2526,../data/gutenberg/Henry Rider Haggard___Montezuma's Daughter.txt,Montezuma's Daughter,Henry Rider Haggard
1205,2577,../data/gutenberg/Zane Grey___Betty Zane.txt,Betty Zane,Zane Grey
1206,370,../data/gutenberg/James Matthew Barrie___Better Dead.txt,Better Dead,James Matthew Barrie
1207,1788,"../data/gutenberg/William Wymark Jacobs___The Head of The Family, Sailor's Knots, Part 9.txt","The Head of The Family, Sailor's Knots, Part 9",William Wymark Jacobs
1208,456,../data/gutenberg/Robert Hooke___Micrographia.txt,Micrographia,Robert Hooke
1209,725,../data/gutenberg/Rudyard Kipling___Under the Deodars.txt,Under the Deodars,Rudyard Kipling
1210,68,../data/gutenberg/James Fenimore Cooper___Homeward Bound.txt,Homeward Bound,James Fenimore Cooper
1211,1914,"../data/gutenberg/Sir Richard Francis Burton___The Land of Midian, Volume 2.txt","The Land of Midian, Volume 2",Sir Richard Francis Burton
1212,1268,../data/gutenberg/Nathaniel Hawthorne___A Wonder Book for Girls & Boys.txt,A Wonder Book for Girls & Boys,Nathaniel Hawthorne
1213,1820,../data/gutenberg/Bret Harte___Tales of Trail and Town.txt,Tales of Trail and Town,Bret Harte
1214,2781,../data/gutenberg/Ambrose Bierce___An Occurrence at Owl Creek Bridge.txt,An Occurrence at Owl Creek Bridge,Ambrose Bierce
1215,881,"../data/gutenberg/Winston Churchill___Richard Carvel, Complete.txt","Richard Carvel, Complete",Winston Churchill
1216,1991,../data/gutenberg/Jane Austen___Sense and Sensibility.txt,Sense and Sensibility,Jane Austen
1217,231,../data/gutenberg/James Joyce___A Portrait of the Artist as a Young Man.txt,A Portrait of the Artist as a Young Man,James Joyce
1218,377,../data/gutenberg/Sir Arthur Conan Doyle___The Poison Belt.txt,The Poison Belt,Sir Arthur Conan Doyle
1219,2458,../data/gutenberg/William Dean Howells___Oliver Wendell Holmes.txt,Oliver Wendell Holmes,William Dean Howells
1220,862,"../data/gutenberg/Mark Twain___Personal Recollections of Joan of Arc, Volume 2.txt","Personal Recollections of Joan of Arc, Volume 2",Mark Twain
1221,432,../data/gutenberg/Andrew Lang___Lost Leaders.txt,Lost Leaders,Andrew Lang
1222,1931,../data/gutenberg/R M Ballantyne___Hunting the Lions.txt,Hunting the Lions,R M Ballantyne
1223,1835,../data/gutenberg/P G Wodehouse___Tales of St. Austin's.txt,Tales of St. Austin's,P G Wodehouse
1224,1751,../data/gutenberg/Rudyard Kipling___The Kipling Reader.txt,The Kipling Reader,Rudyard Kipling
1225,2013,../data/gutenberg/Harold Bindloss___The Greater Power.txt,The Greater Power,Harold Bindloss
1226,994,../data/gutenberg/D H Lawrence___Wintry Peacock.txt,Wintry Peacock,D H Lawrence
1227,301,../data/gutenberg/P G Wodehouse___Piccadilly Jim.txt,Piccadilly Jim,P G Wodehouse
1228,1961,"../data/gutenberg/Nathaniel Hawthorne___The Haunted Mind (From ""Twice Told Tales"").txt","The Haunted Mind (From ""Twice Told Tales"")",Nathaniel Hawthorne
1229,1378,../data/gutenberg/James Otis___A District Messenger Boy and a Necktie Party.txt,A District Messenger Boy and a Necktie Party,James Otis
1230,1591,"../data/gutenberg/William Dean Howells___Henry James, Jr.txt","Henry James, Jr",William Dean Howells
1231,1143,../data/gutenberg/Sir Arthur Conan Doyle___The War in South Africa.txt,The War in South Africa,Sir Arthur Conan Doyle
1232,3019,../data/gutenberg/Charles Kingsley___Out of the Deep.txt,Out of the Deep,Charles Kingsley
1233,172,../data/gutenberg/Andrew Lang___Homer and His Age.txt,Homer and His Age,Andrew Lang
1234,1679,../data/gutenberg/John Galsworthy___Windows.txt,Windows,John Galsworthy
1235,1815,../data/gutenberg/Rafael Sabatini___St. Martin's Summer.txt,St. Martin's Summer,Rafael Sabatini
1236,2645,../data/gutenberg/Nathaniel Hawthorne___True Stories from History and Biography.txt,True Stories from History and Biography,Nathaniel Hawthorne
1237,1248,../data/gutenberg/Anthony Trollope___The Landleaguers.txt,The Landleaguers,Anthony Trollope
1238,814,../data/gutenberg/Edgar Rice Burroughs___At the Earth's Core.txt,At the Earth's Core,Edgar Rice Burroughs
1239,208,../data/gutenberg/Charlotte Mary Yonge___A Book of Golden Deeds.txt,A Book of Golden Deeds,Charlotte Mary Yonge
1240,218,../data/gutenberg/George Alfred Henty___When London Burned.txt,When London Burned,George Alfred Henty
1241,948,../data/gutenberg/Thornton Waldo Burgess___The Adventures of Mr. Mocker.txt,The Adventures of Mr. Mocker,Thornton Waldo Burgess
1242,16,../data/gutenberg/Anthony Trollope___The Mistletoe Bough.txt,The Mistletoe Bough,Anthony Trollope
1243,2469,../data/gutenberg/Joseph Conrad___Notes on My Books.txt,Notes on My Books,Joseph Conrad
1244,367,../data/gutenberg/James Matthew Barrie___Courage.txt,Courage,James Matthew Barrie
1245,1406,../data/gutenberg/William Dean Howells___A Pair of Patient Lovers.txt,A Pair of Patient Lovers,William Dean Howells
1246,1128,"../data/gutenberg/Anthony Trollope___The House of Heine Brothers, in Munich.txt","The House of Heine Brothers, in Munich",Anthony Trollope
1247,884,../data/gutenberg/R M Ballantyne___The Prairie Chief.txt,The Prairie Chief,R M Ballantyne
1248,1319,../data/gutenberg/John Galsworthy___To Let.txt,To Let,John Galsworthy
1249,1388,../data/gutenberg/John Galsworthy___The Skin Game.txt,The Skin Game,John Galsworthy
1250,2707,../data/gutenberg/Agatha Christie___The Mysterious Affair at Styles.txt,The Mysterious Affair at Styles,Agatha Christie
1251,3012,../data/gutenberg/G K Chesterton___The Wisdom of Father Brown.txt,The Wisdom of Father Brown,G K Chesterton
1252,1972,../data/gutenberg/Harriet Elizabeth Beecher Stowe___The Pearl of Orr's Island.txt,The Pearl of Orr's Island,Harriet Elizabeth Beecher Stowe
1253,2864,../data/gutenberg/Thomas Henry Huxley___Yeast.txt,Yeast,Thomas Henry Huxley
1254,1848,../data/gutenberg/Henry James___The Lesson of the Master.txt,The Lesson of the Master,Henry James
1255,2474,../data/gutenberg/Charles Dickens___The Magic Fishbone.txt,The Magic Fishbone,Charles Dickens
1256,1979,../data/gutenberg/Grant Allen___Hilda Wade.txt,Hilda Wade,Grant Allen
1257,394,../data/gutenberg/Jacob Abbott___Rollo at Play.txt,Rollo at Play,Jacob Abbott
1258,2224,../data/gutenberg/George Washington___State of the Union Addresses of George Washington.txt,State of the Union Addresses of George Washington,George Washington
1259,1624,../data/gutenberg/Ralph Waldo Emerson___Essays.txt,Essays,Ralph Waldo Emerson
1260,984,../data/gutenberg/Lord Tennyson___Becket and other plays.txt,Becket and other plays,Lord Tennyson
1261,2413,../data/gutenberg/Lyman Frank Baum___The Surprising Adventures of the Magical Monarch of Mo and His People.txt,The Surprising Adventures of the Magical Monarch of Mo and His People,Lyman Frank Baum
1262,542,../data/gutenberg/Jack London___The Iron Heel.txt,The Iron Heel,Jack London
1263,803,../data/gutenberg/Eugene O_Neill___The Straw.txt,The Straw,Eugene O
1264,677,../data/gutenberg/Charles Kingsley___The Saint's Tragedy.txt,The Saint's Tragedy,Charles Kingsley
1265,406,../data/gutenberg/Louisa May Alcott___Under the Lilacs.txt,Under the Lilacs,Louisa May Alcott
1266,1459,../data/gutenberg/Joseph Conrad___Victory.txt,Victory,Joseph Conrad
1267,1668,"../data/gutenberg/John Ruskin___Modern Painters, Volume 4 (of 5).txt","Modern Painters, Volume 4 (of 5)",John Ruskin
1268,1819,../data/gutenberg/George Alfred Henty___With Buller in Natal.txt,With Buller in Natal,George Alfred Henty
1269,552,../data/gutenberg/Charles Dickens___Hunted Down.txt,Hunted Down,Charles Dickens
1270,362,../data/gutenberg/Jack London___The Call of the Wild.txt,The Call of the Wild,Jack London
1271,549,../data/gutenberg/Jack London___Revolution and Other Essays.txt,Revolution and Other Essays,Jack London
1272,970,../data/gutenberg/Anthony Trollope___La Mere Bauche from Tales of All Countries.txt,La Mere Bauche from Tales of All Countries,Anthony Trollope
1273,2400,../data/gutenberg/Thomas Robert Malthus___An Essay on the Principle of Population.txt,An Essay on the Principle of Population,Thomas Robert Malthus
1274,38,../data/gutenberg/Charles Darwin___Geological Observations On South America.txt,Geological Observations On South America,Charles Darwin
1275,940,../data/gutenberg/Anthony Trollope___Mrs. General Talboys.txt,Mrs. General Talboys,Anthony Trollope
1276,81,../data/gutenberg/Wilkie Collins___Rambles Beyond Railways.txt,Rambles Beyond Railways,Wilkie Collins
1277,2907,../data/gutenberg/James Matthew Barrie___Tommy and Grizel.txt,Tommy and Grizel,James Matthew Barrie
1278,788,../data/gutenberg/Lewis Carroll___Feeding the Mind.txt,Feeding the Mind,Lewis Carroll
1279,1730,../data/gutenberg/Aldous Huxley___Crome Yellow.txt,Crome Yellow,Aldous Huxley
1280,2838,../data/gutenberg/James Joyce___Dubliners.txt,Dubliners,James Joyce
1281,877,../data/gutenberg/William Henry Hudson___Birds and Man.txt,Birds and Man,William Henry Hudson
1282,355,../data/gutenberg/Zane Grey___The Young Forester.txt,The Young Forester,Zane Grey
1283,1676,../data/gutenberg/John Galsworthy___Quality and Other Studies and Essays.txt,Quality and Other Studies and Essays,John Galsworthy
1284,1559,../data/gutenberg/Andrew Lang___The Making of Religion.txt,The Making of Religion,Andrew Lang
1285,1299,../data/gutenberg/Frank Richard Stockton___Pomona's Travels.txt,Pomona's Travels,Frank Richard Stockton
1286,2972,"../data/gutenberg/Frank Richard Stockton___The Lady, or the Tiger?.txt","The Lady, or the Tiger?",Frank Richard Stockton
1287,1976,../data/gutenberg/Lewis Carroll___The Game of Logic.txt,The Game of Logic,Lewis Carroll
1288,2067,../data/gutenberg/Nathaniel Hawthorne___Little Masterpieces.txt,Little Masterpieces,Nathaniel Hawthorne
1289,2102,../data/gutenberg/Andrew Lang___Letters to Dead Authors.txt,Letters to Dead Authors,Andrew Lang
1290,642,"../data/gutenberg/Lucy Maud Montgomery___Lucy Maud Montgomery Short Stories, 1896 to 1901.txt","Lucy Maud Montgomery Short Stories, 1896 to 1901",Lucy Maud Montgomery
1291,2747,../data/gutenberg/Sinclair Lewis___Our Mr. Wrenn.txt,Our Mr. Wrenn,Sinclair Lewis
1292,554,../data/gutenberg/Edward Phillips Oppenheim___The Governors.txt,The Governors,Edward Phillips Oppenheim
1293,2890,../data/gutenberg/Nathaniel Hawthorne___The Great Stone Face.txt,The Great Stone Face,Nathaniel Hawthorne
1294,693,../data/gutenberg/Edgar Rice Burroughs___The Outlaw of Torn.txt,The Outlaw of Torn,Edgar Rice Burroughs
1295,2259,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 16.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 16",Robert Louis Stevenson
1296,2675,../data/gutenberg/Charlotte Mary Yonge___Hopes and Fears.txt,Hopes and Fears,Charlotte Mary Yonge
1297,2513,"../data/gutenberg/R M Ballantyne___Deep Down, a Tale of the Cornish Mines.txt","Deep Down, a Tale of the Cornish Mines",R M Ballantyne
1298,649,../data/gutenberg/Philip Kindred Dick___The Skull.txt,The Skull,Philip Kindred Dick
1299,1988,../data/gutenberg/Robert Louis Stevenson___Travels with a Donkey in the Cevennes.txt,Travels with a Donkey in the Cevennes,Robert Louis Stevenson
1300,2510,../data/gutenberg/John Ruskin___A Joy For Ever.txt,A Joy For Ever,John Ruskin
1301,1223,"../data/gutenberg/William Wordsworth___The Poetical Works of William Wordsworth, Volume 3.txt","The Poetical Works of William Wordsworth, Volume 3",William Wordsworth
1302,420,../data/gutenberg/Herman Melville___The Confidence-Man.txt,The Confidence-Man,Herman Melville
1303,593,../data/gutenberg/John Ruskin___The Storm-Cloud of the Nineteenth Century.txt,The Storm-Cloud of the Nineteenth Century,John Ruskin
1304,559,../data/gutenberg/Zane Grey___Desert Gold.txt,Desert Gold,Zane Grey
1305,339,../data/gutenberg/Edward Stratemeyer___American Boy's Life of Theodore Roosevelt.txt,American Boy's Life of Theodore Roosevelt,Edward Stratemeyer
1306,2018,../data/gutenberg/Joseph Conrad___Youth.txt,Youth,Joseph Conrad
1307,1089,../data/gutenberg/Harriet Elizabeth Beecher Stowe___Household Papers and Stories.txt,Household Papers and Stories,Harriet Elizabeth Beecher Stowe
1308,2699,../data/gutenberg/Bret Harte___Trent's Trust and Other Stories.txt,Trent's Trust and Other Stories,Bret Harte
1309,706,../data/gutenberg/Harriet Elizabeth Beecher Stowe___Betty's Bright Idea.txt,Betty's Bright Idea,Harriet Elizabeth Beecher Stowe
1310,2594,../data/gutenberg/Charles Dickens___Mrs. Lirriper's Legacy.txt,Mrs. Lirriper's Legacy,Charles Dickens
1311,2902,../data/gutenberg/Sir Walter Scott___Rob Roy.txt,Rob Roy,Sir Walter Scott
1312,2219,../data/gutenberg/George Alfred Henty___A Roving Commission.txt,A Roving Commission,George Alfred Henty
1313,2420,../data/gutenberg/Charles Darwin___The Expression of Emotion in Man and Animals.txt,The Expression of Emotion in Man and Animals,Charles Darwin
1314,1898,../data/gutenberg/Anthony Trollope___Ayala's Angel.txt,Ayala's Angel,Anthony Trollope
1315,1802,../data/gutenberg/Lucy Maud Montgomery___Anne's House of Dreams.txt,Anne's House of Dreams,Lucy Maud Montgomery
1316,1444,../data/gutenberg/Oscar Wilde___The Happy Prince and Other Tales.txt,The Happy Prince and Other Tales,Oscar Wilde
1317,2971,../data/gutenberg/Elizabeth Barrett Browning___The Poetical Works of Elizabeth Barrett Browning Volume I.txt,The Poetical Works of Elizabeth Barrett Browning Volume I,Elizabeth Barrett Browning
1318,960,../data/gutenberg/Andrew Lang___Alfred Tennyson.txt,Alfred Tennyson,Andrew Lang
1319,1265,../data/gutenberg/Edward Phillips Oppenheim___Havoc.txt,Havoc,Edward Phillips Oppenheim
1320,1164,../data/gutenberg/Lord Byron___Childe Harold's Pilgrimage.txt,Childe Harold's Pilgrimage,Lord Byron
1321,371,../data/gutenberg/Andrew Lang___Helen of Troy.txt,Helen of Troy,Andrew Lang
1322,2959,../data/gutenberg/Thornton Waldo Burgess___The Adventures of Old Mr. Toad.txt,The Adventures of Old Mr. Toad,Thornton Waldo Burgess
1323,2093,../data/gutenberg/William Wymark Jacobs___Dialstone Lane.txt,Dialstone Lane,William Wymark Jacobs
1324,2099,../data/gutenberg/Hamlin Garland___A Son of the Middle Border.txt,A Son of the Middle Border,Hamlin Garland
1325,1493,../data/gutenberg/Charlotte Mary Yonge___Abbeychurch.txt,Abbeychurch,Charlotte Mary Yonge
1326,1575,../data/gutenberg/Robert Louis Stevenson___St. Ives.txt,St. Ives,Robert Louis Stevenson
1327,1694,../data/gutenberg/John Galsworthy___The Dark Flower.txt,The Dark Flower,John Galsworthy
1328,1484,../data/gutenberg/Ezra Pound___Hugh Selwyn Mauberley.txt,Hugh Selwyn Mauberley,Ezra Pound
1329,1786,"../data/gutenberg/William Wymark Jacobs___The Temptation of Samuel Burge, Captains All, Book 8.txt","The Temptation of Samuel Burge, Captains All, Book 8",William Wymark Jacobs
1330,500,../data/gutenberg/Jerome Klapka Jerome___Idle Ideas in 1905.txt,Idle Ideas in 1905,Jerome Klapka Jerome
1331,147,../data/gutenberg/Ambrose Bierce___Can Such Things Be?.txt,Can Such Things Be?,Ambrose Bierce
1332,1858,../data/gutenberg/Charles Dickens___Master Humphrey's Clock.txt,Master Humphrey's Clock,Charles Dickens
1333,258,../data/gutenberg/Charlotte Mary Yonge___The Two Guardians.txt,The Two Guardians,Charlotte Mary Yonge
1334,2629,../data/gutenberg/Thomas Carlyle___Past and Present.txt,Past and Present,Thomas Carlyle
1335,769,../data/gutenberg/Joseph Conrad___The Secret Agent.txt,The Secret Agent,Joseph Conrad
1336,13,../data/gutenberg/Wilkie Collins___Little Novels.txt,Little Novels,Wilkie Collins
